subject_name,word,share,pred_share,pred_dshare,slope_3yr,spec_cum
Algebraic geometry,sheaf,0.005599104143337066,0.009606967043767352,0.004007862900430286,-0.003787274275636855,36.65275308012211
Algebraic geometry,moduli_space,0.004479283314669653,0.0057807820553133025,0.0013014987406436494,0.00044323447170608525,38.22664319864332
Algebraic geometry,prym,0.0011198208286674132,0.002026312646508617,0.0009064918178412041,-0.0006376943760854549,56.320084001163245
Algebraic geometry,toric_variety,0.0022396416573348264,0.002716196088417228,0.0004765544310824019,-7.778396175174817e-05,44.672937377793424
Algebraic geometry,brill,0.0011198208286674132,0.0012779631580564534,0.00015814232938904014,-3.889198087587405e-05,56.19237406011752
Algebraic topology,adams,0.0,0.0015051036521421715,0.0015051036521421715,-0.0019531249999999991,96.80548398052757
Algebraic topology,equivariant,0.018518518518518517,0.018380087658509445,-0.0001384308600090723,0.00535300925925926,55.77887363859088
Algebraic topology,goodwillie,0.0030864197530864196,0.0017220548859106088,-0.0013643648671758108,-0.0023630401234567915,127.37563681648365
Algebraic topology,persistence,0.009259259259259259,0.007506035823077549,-0.0017532234361817096,0.0026765046296296294,16.06539563451145
Algebraic topology,bordism,0.0030864197530864196,0.0010932593309317816,-0.001993160422154638,0.0015432098765432094,80.67123665043964
Approximations and expansions,positive,0.01,0.011602068518395224,0.0016020685183952246,0.005000000000000006,16.5917749635938
Approximations and expansions,certain,0.01,0.008531049442591483,-0.0014689505574085177,0.005000000000000001,3.884303248892193
Approximations and expansions,inverse,0.01,0.006955175077766666,-0.003044824922233334,-0.002142857142857146,4.353331697928944
Approximations and expansions,nonlinear,0.02,0.016459352235625307,-0.0035406477643746942,0.0028571428571428597,2.011436815605092
Approximations and expansions,multivariate,0.01,0.005706309830349335,-0.004293690169650665,0.004999999999999998,5.256281919372463
Associative rings and algebras,leavitt,0.0,0.003954441897483512,0.003954441897483512,1.2057694705125982e-18,98.27352331040505
Associative rings and algebras,auslander,0.0,0.0034669142883095956,0.0034669142883095956,0.0,76.77619008625396
Associative rings and algebras,reiten,0.0,0.00343678584513728,0.00343678584513728,0.0,84.04972388389908
Associative rings and algebras,morita,0.0,0.003199619761373576,0.003199619761373576,2.4115389410251964e-18,64.83322718394778
Associative rings and algebras,grade,0.008733624454148471,0.01122547942475728,0.0024918549706088085,0.0012221581390239242,25.534553107338397
Astronomy and astrophysics,dwarf,0.003194888178913738,0.007460639884303394,0.004265751705389656,-0.0028143206164254826,72.45256199029929
Astronomy and astrophysics,accretion,0.003194888178913738,0.006824212277273395,0.0036293240983596574,0.0015974440894568702,68.78733804493277
Astronomy and astrophysics,dark_matter,0.003194888178913738,0.006678223011181923,0.003483334832268185,-0.0028143206164254844,46.95290558163797
Astronomy and astrophysics,faint,0.0,0.0024686713324400126,0.0024686713324400126,-0.0014705882352941172,76.55365040484453
Astronomy and astrophysics,circumstellar,0.0,0.0014443112498253978,0.0014443112498253978,-0.0014705882352941172,76.55365040484453
Biology and other natural sciences,ecological,0.0014184397163120568,0.002801138677852116,0.001382698961540059,0.00015056064027893482,12.105562128753137
Biology and other natural sciences,single_cell,0.0014184397163120568,0.0026717340060357034,0.0012532942897236464,0.0007092198581560299,10.160821860464129
Biology and other natural sciences,motility,0.0,0.0011410735680747925,0.0011410735680747925,-0.00111731843575419,24.994535057826198
Biology and other natural sciences,forage,0.0014184397163120568,0.001574520860840368,0.00015608114452831106,0.0007092198581560287,16.49639313816529
Biology and other natural sciences,histamine,0.0014184397163120568,0.0014498175961417932,3.1377879829736364e-05,0.00015056064027893309,27.493988563608816
Calculus of variations and optimal control,optimal,0.006172839506172839,0.01765975732334936,0.011486917817176518,-0.009866948122561246,10.188633820399872
Calculus of variations and optimal control,variational,0.012345679012345678,0.019942204868178035,0.007596525855832357,-0.004189854794345295,53.371344645137754
Calculus of variations and optimal control,control,0.012345679012345678,0.0194347416945398,0.00708906268219412,-0.011961875519733895,7.175906018943717
Calculus of variations and optimal control,metric,0.0,0.006515992518836471,0.006515992518836471,-0.005181347150259066,2.909400980049907
Calculus of variations and optimal control,hamilton_jacobi,0.0,0.003889546216590774,0.003889546216590774,-0.002590673575129532,45.981466155810985
"Category theory, homological algebra",algebra,0.016483516483516484,0.023558118079099723,0.0070746015955832405,0.0007790716745940639,13.503647390499651
"Category theory, homological algebra",topological,0.0,0.006987110563675698,0.006987110563675698,-0.003731343283582085,5.911706058167304
"Category theory, homological algebra",braid,0.0,0.005384276088723426,0.005384276088723426,-0.007462686567164181,43.2005518164415
"Category theory, homological algebra",homological,0.005494505494505495,0.008666629858986932,0.0031721243644814378,0.0008815811054617052,66.40001394935847
"Category theory, homological algebra",duality,0.005494505494505495,0.00473820881253781,-0.0007562966819676846,0.000881581105461701,21.76268399775624
Combinatorics,domination,0.00430416068866571,0.0065266833068044205,0.0022225226181387106,-0.004162500597113757,38.255698855010124
Combinatorics,association_scheme,0.0,0.0020290005037452864,0.0020290005037452864,-0.000574052812858782,44.1385384301541
Combinatorics,hyperplane_arrangement,0.0,0.0015761744683776865,0.0015761744683776865,-0.0017221584385763492,20.561202485380115
Combinatorics,polytope,0.00430416068866571,0.005130527999327116,0.0008263673106614058,-0.003014394971396194,15.183657219973009
Combinatorics,colouring,0.0014347202295552368,0.001801347115035724,0.0003666268854804873,0.0007173601147776185,42.60720138257732
Commutative rings and algebras,monomial_ideal,0.005,0.008973471981029303,0.003973471981029303,-0.0019247787610619438,142.004979158844
Commutative rings and algebras,frobenius,0.005,0.006209426226151877,0.001209426226151877,-0.0019247787610619468,26.485055636768525
Commutative rings and algebras,krull,0.0,0.0009943906845792157,0.0009943906845792157,0.0,66.74234020465668
