subject_name,word,share,predicted_share,predicted_change,slope_3yr,specificity
Associative rings and algebras,injective,0.013100436681222707,0.0070417839006768025,0.0007524757245761732,0.0043475751688051845,4.218880172295498
Astronomy and astrophysics,cosmic,0.025559105431309903,0.013361724499757003,0.0012771323547418976,0.008367788009772597,3.3836900864601693
Astronomy and astrophysics,stellar,0.003194888178913738,0.012172108876317637,-0.005954779341205023,-0.0065326372113561374,0.3787712783350936
Astronomy and astrophysics,planet,0.009584664536741214,0.008116831682913533,0.00207453561040598,-0.002560608908099982,3.0052510636323873
Astronomy and astrophysics,dwarf,0.003194888178913738,0.0074129229637668525,-0.0016505211449944776,-0.0028143206164254826,1.2903902872093866
Astronomy and astrophysics,exoplanet,0.006389776357827476,0.0055112259225643416,0.0025700494519761063,-0.0008701524714927674,5.6394834774336156
Biology and other natural sciences,host,0.00425531914893617,0.004359673923145963,0.001518764832236872,0.00042117493282985916,0.6088158444552966
Biology and other natural sciences,single_cell,0.0014184397163120568,0.004195543926742248,-0.00574763789143957,0.00014039164427662198,0.47014112432936783
Biology and other natural sciences,receptor,0.0028368794326241137,0.00300163926275121,0.0018843208269970202,-0.0002880449253261693,0.6797221074641463
Biology and other natural sciences,viral,0.0014184397163120568,0.002455808120735474,0.0010353535752809285,-0.0009972647834821974,0.7052116864940519
Biology and other natural sciences,transcriptomic,0.0014184397163120568,0.0023844294567243775,-0.0004564796341847135,-0.0004284365696027881,1.1283386983904828
Calculus of variations and optimal control,newton,0.006172839506172839,0.009154533657087294,0.00557030426640629,-0.0015432098765432124,1.1206325524501446
Calculus of variations and optimal control,boundary,0.006172839506172839,0.007494366379233933,-0.0032008207865414674,-0.0007895492391616422,0.1606501211554403
Calculus of variations and optimal control,constrain,0.006172839506172839,0.007015138185750922,-0.003347556114767213,0.0006940752554787644,0.35895261445668697
Calculus of variations and optimal control,inequality,0.006172839506172839,0.006578551021085263,0.0017241820890464285,0.0004957461779568858,0.17160012941346753
"Category theory, homological algebra",high,0.027472527472527472,0.017921903713899394,-0.004466155987593142,0.010705960705960707,0.9245703753246669
"Category theory, homological algebra",homological,0.005494505494505495,0.0087853247656663,-0.006366190385848852,0.0008815811054617052,1.375661213151231
"Category theory, homological algebra",sheaf,0.01098901098901099,0.007487383552323472,2.469698515929295e-05,0.0027320745552789757,2.751322426302462
"Category theory, homological algebra",tensor,0.005494505494505495,0.0072836845346805675,-0.00029207304107700845,-0.0009840905363293414,0.8224462480770093
"Category theory, homological algebra",duality,0.005494505494505495,0.007083801826074687,0.0033524585424925973,-0.00028305028305028305,0.6471992627272669
Combinatorics,combinatoric,0.01721664275466284,0.014095113808793693,0.00020622491990480475,0.0005715819973084571,1.3543049095587942
Combinatorics,domination,0.00430416068866571,0.006885422661096914,0.001329867105541358,-0.004162500597113757,0.8554559118071082
Combinatorics,matroid,0.00860832137733142,0.006872857041485146,-0.0028493651807370768,0.0014338966243717948,1.3386300842166787
Combinatorics,ramsey,0.007173601147776184,0.006560982114465829,-0.0017723512188675041,-0.0010056219289821722,1.5852198365723824
Combinatorics,polytope,0.00430416068866571,0.005556312196235681,0.004167423307346792,-0.003014394971396194,0.6662306409926327
Commutative rings and algebras,ideal,0.06,0.045671063000575454,0.010428772251676773,0.0034513274336283144,2.366646117716131
Commutative rings and algebras,grade,0.02,0.01268251026498311,0.003871937577758439,0.007787610619469025,1.6384473122650136
Commutative rings and algebras,monomial_ideal,0.005,0.010207577530641169,-0.011818854187420506,-0.0019247787610619438,3.0141247725629965
Commutative rings and algebras,closure,0.01,0.0090550194977387,0.004649733154126365,-0.003849557522123895,1.5661628720180278
Commutative rings and algebras,resolution,0.01,0.008329104792346425,0.00392381844873409,0.0005752212389380515,0.766180397821769
Computer science,learn,0.005372405372405372,0.006888358733677249,0.000844658129307189,-0.001373836683876053,0.09771841986536373
Computer science,deep_learning,0.004884004884004884,0.0052273733798128014,-0.0015136772942922656,0.00047349850499456845,0.4264076503215872
Computer science,neural_network,0.004151404151404151,0.003750035280218004,0.0011930850245229782,0.0009684186111351463,0.17489099135486066
Computer science,reinforcement_learning,0.003663003663003663,0.0031823976127649065,0.0010903474035598858,-1.3970609443050823e-05,0.4196545879861775
Computer science,deep_neural,0.001221001221001221,0.0021528768025072063,0.0009906266862821946,-0.00012768836587734233,0.4416364949759296
Convex and discrete geometry,packing,0.02127659574468085,0.015259864325553409,-0.0069623578966688145,0.003062540296582846,3.9026135279965533
Convex and discrete geometry,polytope,0.010638297872340425,0.015182884834251542,-0.006093710910429309,-0.00023640661938533936,1.5016969105424527
Convex and discrete geometry,inequality,0.02127659574468085,0.014882127515981416,0.0042438296436409905,0.005082742316784865,0.6085307742067455
Convex and discrete geometry,sphere,0.02127659574468085,0.013946578918769057,0.0033082810464286315,0.006092843326885878,1.3437865137637615
Convex and discrete geometry,isoperimetric,0.02127659574468085,0.013912728491672896,0.0032744306193324708,-0.0004728132387706904,8.355595630454157
Differential geometry,metric,0.018867924528301886,0.01681178260460112,0.002922893715712232,0.0009305609036067222,0.6051753601669672
Differential geometry,curvature,0.012006861063464836,0.014529267517287735,-0.0033278753398551207,-0.002499970828811799,0.8081143083966446
Differential geometry,riemannian,0.012006861063464836,0.009463574593815126,0.003511193641434174,0.0017517298514603077,1.5261347918706905
Differential geometry,mean_curvature,0.012006861063464836,0.008501710185199195,0.0005652022486912593,0.0009013897154058868,3.4483656365933157
Differential geometry,hypersurface,0.005145797598627788,0.007893996114934344,-0.007979019758081528,-0.0008284617449037929,0.6165640105464845
Dynamical systems and ergodic theory,dynamic,0.03166666666666667,0.036530542141125846,-0.004485082858874154,-0.0028233830845771093,0.22465341927142116
Dynamical systems and ergodic theory,ergodic,0.008333333333333333,0.006011232976194122,0.002104982976194122,0.0011815920398009954,1.2881443134247275
Dynamical systems and ergodic theory,anosov,0.013333333333333334,0.004890419372418375,0.0009841693724183748,0.005920398009950248,7.62299100547236
Dynamical systems and ergodic theory,billiard,0.0016666666666666668,0.004335822630191823,-0.0015235523698081772,-0.000659203980099502,1.0081129409410912
Dynamical systems and ergodic theory,recurrence,0.0016666666666666668,0.0040260186902331295,-0.0037864813097668705,-0.0006592039800995019,0.5845360749994561
Fluid mechanics,liquid,0.01078167115902965,0.0072445552799450755,-0.0008855260208679334,0.003935231503823413,0.2776241029652109
Fluid mechanics,droplet,0.008086253369272238,0.00466165956633439,0.0017504514149515663,0.0021126247541341883,1.0179550442057734
Fluid mechanics,large_eddy,0.005390835579514825,0.004036915631194575,-2.8125019211929295e-05,0.0017301668245064473,1.158362636510018
Fluid mechanics,react,0.01078167115902965,0.0040363612283387295,0.0028667705850638756,0.004715159903839148,3.1248852519805137
Fluid mechanics,wake,0.008086253369272238,0.00385518660716974,0.002399582531478328,0.0033572556283946913,1.275665181979387
Fourier analysis,fouri,0.01646090534979424,0.011616136119601866,0.005080188407183565,0.004983699428143871,3.248532273857349
Fourier analysis,bilinear,0.00411522633744856,0.009451104544180189,-0.016692686305493015,-0.0014146090534979385,1.6648727903518916
Fourier analysis,restriction,0.01646090534979424,0.009158930339702926,0.0026229826272846255,0.004983699428143871,4.205994417731095
Fourier analysis,haar,0.00411522633744856,0.005969350795990214,0.0016025385689159783,-0.0001845392976434326,4.872798410786024
Fourier analysis,besov,0.00411522633744856,0.005441506695244767,-0.0010944410171735341,-0.0005878894767783649,4.646156624237837
Functional analysis,banach_space,0.01977401129943503,0.01656618244451993,0.0022804681588056448,0.0016710432084029595,0.7123674074881949
Functional analysis,c*-algebras,0.011299435028248588,0.00897617731060925,-0.0017381084036764641,0.0021285907535609125,1.6473124343586663
Functional analysis,groupoid,0.005649717514124294,0.005675712934972158,-0.005038572779313556,0.001565412913233433,0.9849315604032585
Functional analysis,multiplier,0.005649717514124294,0.0053906850283058005,-0.001998477533270554,0.001141357073560463,0.9849315604032585
Functional analysis,neumann_algebras,0.005649717514124294,0.004563729294479116,0.000992300723050545,0.0016511498368743532,1.5477495949194064
Functions of a complex variable,harmonic,0.03125,0.01638501049601273,0.008320494366980472,0.009877873563218386,0.67134133884437
Functions of a complex variable,radius,0.010416666666666666,0.008246189309924804,0.00018167318089254599,0.002159552845528455,1.9394305344392908
Functions of a complex variable,teichmuller,0.010416666666666666,0.007365863650756855,0.0016187372139752458,0.002140848670756645,1.8008997819793415
Functions of a complex variable,clifford,0.010416666666666666,0.007179340075161777,0.001432213638380168,0.002140848670756645,1.9394305344392908
Functions of a complex variable,quasiconformal_mapping,0.010416666666666666,0.006694897480732097,0.0007425165283511453,0.002196285140562248,3.689648333811334
"Game theory, economics, social and behavioral sciences",game,0.01592356687898089,0.013762601196776728,0.0037626011967767277,0.001133255366652812,0.0860475859202006
"Game theory, economics, social and behavioral sciences",health,0.0031847133757961785,0.007265554346723161,-0.007734445653276838,-0.0022012700192339278,0.04022724641769378
"Game theory, economics, social and behavioral sciences",insurance,0.004777070063694267,0.005863804117003927,-0.0008028625496627403,-0.002922542358137692,0.1111542335225749
"Game theory, economics, social and behavioral sciences",econometric,0.0015923566878980893,0.004762650281326041,0.0014293169479927073,-0.0014799976803301668,0.01566568706113249
"Game theory, economics, social and behavioral sciences",trading,0.004777070063694267,0.0038281277228474787,0.0021614610561808117,0.00011235900756792194,0.2085857221658196
General,network,0.01282051282051282,0.01112567759655303,0.003718270189145622,-0.0009971509971510005,0.04500942397620334
General,analytic,0.01282051282051282,0.01040898608263161,0.0030015786752242025,-0.0005341880341880366,0.25164590941723636
General,strategy,0.01282051282051282,0.009101511668574671,0.0029665423434212966,0.001255617234998678,0.23844392915873033
General,adaptive,0.01282051282051282,0.0077659445687599795,0.00035853716135257185,0.0036928651059085836,0.13383811889077774
Geometry,hyperbolic,0.03571428571428571,0.03133822582648543,-0.03622934174108214,0.008148404993065192,0.8027856258995099
Geometry,metric,0.011904761904761904,0.022994638191710746,-0.017545902348829797,-0.013465094775774383,0.23542903265936177
Geometry,manifold,0.047619047619047616,0.02249608151337182,0.008982567999858304,0.018955154877484972,0.5220382898098892
Geometry,geodesic,0.011904761904761904,0.01559783189624045,-0.011429195130786579,-0.0037563569116967187,1.0703808345326797
Geometry,rigidity,0.023809523809523808,0.014369980308446315,0.0008564667949328003,0.0026455026455026436,2.0380683048666524
Geophysics,climate,0.012195121951219513,0.01566990470884471,-0.018228400375901052,-0.0035178236397748566,0.847922574022499
Geophysics,seismic,0.024390243902439025,0.015329908808917034,-0.003900860421852198,0.0028493275586961467,1.4314391841024985
Geophysics,storm,0.024390243902439025,0.012306467204626234,-0.0063851215804204935,0.009631019387116949,8.320240257595772
Geophysics,western,0.012195121951219513,0.010893512904742405,-0.006055639637630476,0.003533458411507194,2.377211502170221
Geophysics,mantle,0.012195121951219513,0.007813965413327212,0.0026857602851220836,0.0009162138253506875,2.832422215351752
"Global analysis, analysis on manifolds",eigenvalue,0.010101010101010102,0.018289929010632665,-0.01345610273539908,-0.0037214247740563473,0.6962735769481229
"Global analysis, analysis on manifolds",theorem,0.020202020202020204,0.016241819821061508,0.00036880394804563593,0.0057150451887294,0.3810248942868338
"Global analysis, analysis on manifolds",singular,0.020202020202020204,0.01616517072151532,0.007393240896953916,0.002958152958152958,1.0096418405032443
"Global analysis, analysis on manifolds",curvature,0.010101010101010102,0.012724223895796166,0.0029203023271687154,-0.0004440004440004436,0.6962735769481229
"Global analysis, analysis on manifolds",laplacian,0.010101010101010102,0.011022347047954092,-0.006521512601168714,-0.00044400044400044514,1.9268164827425776
Group theory and generalizations,permutation,0.005194805194805195,0.005267555387161828,-0.0033284331515201207,0.0015557359307359325,0.2945028434827842
Group theory and generalizations,profinite,0.007792207792207792,0.0038130409944490433,0.00172970766111571,0.0028694098509293576,3.1962220366219816
Group theory and generalizations,coxeter_group,0.005194805194805195,0.003798833935252122,0.0009335044223581393,0.0015557359307359307,1.2636226656412486
Group theory and generalizations,separability,0.0025974025974025974,0.00377433615692081,-0.0003923305097458564,-0.0017813808368223156,1.2349039686948564
Group theory and generalizations,fischer,0.0025974025974025974,0.002959969291120558,-0.002544617864842745,0.0004261009496611595,3.196222036621982
"Information and communication, circuits",communication,0.027777777777777776,0.01605857962728282,0.003669199096309368,0.0066425120772946825,0.38496001410127434
"Information and communication, circuits",mimo,0.001984126984126984,0.006580505853092581,-0.0022690516690313123,-0.004278028734550474,0.2569136128223856
"Information and communication, circuits",wireless,0.007936507936507936,0.006078324716807128,-0.0018268136231138201,0.0032425645633192804,0.3614322742068207
"Information and communication, circuits",radar,0.003968253968253968,0.0050469394137476805,-0.0002627950995266557,0.0006666039274734927,0.4147761941951768
"Information and communication, circuits",duplex,0.001984126984126984,0.002491280949666502,0.0007213694452417232,-0.0003254595645899996,1.7213212059099838
Linear and multilinear algebra; matrix theory,tensor,0.03333333333333333,0.023836189989330903,0.011177962141229637,0.0025423728813559286,2.0733850628349417
Linear and multilinear algebra; matrix theory,block,0.011111111111111112,0.009940648502502394,-0.002717579345598872,0.0008385744234800845,0.5025163277696123
Linear and multilinear algebra; matrix theory,generalization,0.011111111111111112,0.009045790689099296,0.0033960731749750027,0.0008385744234800841,0.30328338370095426
Linear and multilinear algebra; matrix theory,spectral,0.011111111111111112,0.008772705023989212,0.0031229875098649183,0.0008385744234800841,0.1796452098577081
Manifolds and cell complexes,knot,0.03345724907063197,0.037668419652654536,-0.006250499266264385,-0.008873785103238229,2.3366572945659274
Manifolds and cell complexes,dehn,0.011152416356877323,0.006896700903636959,-0.0032384342314981766,0.001338920042845441,5.407047556024538
Manifolds and cell complexes,concordance,0.011152416356877323,0.00675817827773505,0.0007340818921928813,0.0005594857704119034,7.4617256273138635
Manifolds and cell complexes,orientable,0.0037174721189591076,0.004513203638371428,-0.0015108927471707409,0.0005000404073056411,2.7035237780122694
Manifolds and cell complexes,alexander,0.0037174721189591076,0.004101879068297049,-0.00013540906729617164,-0.0014857455458716167,3.033221799721083
Mathematical logic and foundations,logical,0.008645533141210375,0.009133094112683912,-0.004833386334243461,-7.606040886695165e-05,0.7413596716013114
Mathematical logic and foundations,descriptive,0.011527377521613832,0.006798910061134001,-0.004374274296407899,0.004736994715632379,2.2606893689570855
Mathematical logic and foundations,computable,0.005763688760806916,0.004904277883133315,-0.0006823142956376349,0.001415568720579411,1.2716377700383605
Mathematical logic and foundations,modal_logic,0.002881844380403458,0.004865526750325469,-0.0007210654284454813,-0.002957904789270412,0.5926078928334108
Mathematical logic and foundations,ultrafilter,0.002881844380403458,0.0030605562689075046,0.000833384776702605,0.0002243771780362785,1.7952533224070975
Mathematics education,teaching,0.015748031496062992,0.013415571179907342,-0.0053511848522642385,0.0033008450163241783,0.922523263389322
Mathematics education,undergraduate,0.007874015748031496,0.00795191505011477,-0.0054529106871506455,-0.0021605531015940083,1.4329861357980802
Mathematics education,stem,0.003937007874015748,0.006179067514210165,-0.004544793075602168,0.00044411369310543513,0.8267227706527387
Mathematics education,university,0.007874015748031496,0.005786333120624792,0.0031053679731717085,0.002412617630113309,0.8529679379750478
Mathematics education,inquiry,0.007874015748031496,0.005717736585838056,-0.0023251588565211933,0.0027085066455145197,1.2496972114518141
Mechanics of deformable solids,mechanic,0.011594202898550725,0.012977971637530011,0.0018976392275577118,-0.0030368208122087395,0.5926270600861524
Mechanics of deformable solids,stress,0.014492753623188406,0.008040114509947328,-0.0002701347975318964,0.0037128079070005613,0.8555836576536191
Mechanics of deformable solids,fiber_reinforce,0.005797101449275362,0.005049191901363846,-0.005551514812417073,0.0014901000204123299,3.251217899083753
Mechanics of deformable solids,elastomer,0.005797101449275362,0.0032340823943522255,0.00046399929185915066,0.0015862147666324312,4.180137298821968
Mechanics of deformable solids,thermoelastic,0.002898550724637681,0.0027821903580343126,1.2107255541237826e-05,0.0002297631671968891,2.4384134243128144
Nonassociative rings and algebras,superalgebra,0.017857142857142856,0.021356147000947436,-0.03509546590227837,0.005527210884353749,3.1935210419571556
Nonassociative rings and algebras,algebras,0.03571428571428571,0.0186945376687822,-0.005499010718314573,0.014455782312925167,1.1084949071256243
Nonassociative rings and algebras,form,0.03571428571428571,0.016066418053503027,0.009263696965067653,0.014652014652014647,0.5365115350488021
Nonassociative rings and algebras,moody,0.017857142857142856,0.012986357793030852,0.004921841663998594,0.0023496240601503723,4.470929458740018
Nonassociative rings and algebras,restrict,0.017857142857142856,0.011353408726353702,-0.002252033450517046,0.005764014466546111,1.2193443978381868
Number theory,arithmetic,0.019161676646706587,0.018503155913318064,0.0014348828209485853,-0.0007926056600491954,0.7562366580110093
Number theory,l$-function,0.0023952095808383233,0.00483310644936791,-0.0021950060004312863,-0.0024331006037717085,1.3788280445631762
Number theory,drinfeld,0.003592814371257485,0.003480640068896217,0.0004685918761251325,0.0007590627872884937,1.9348070947902634
Number theory,riemann_zeta,0.0023952095808383233,0.002976384079172563,-3.566411359852157e-05,-0.00035841180709121205,1.5089061619747965
Number theory,cusp_form,0.0023952095808383233,0.0025753424191715217,-0.0004367057735995628,0.0006789325912490375,1.5379235881666198
Numerical analysis,numerical,0.022727272727272728,0.023790349105220113,-0.0018675456316219925,-0.001092910565679974,0.2700083702132582
Numerical analysis,inverse,0.008333333333333333,0.006018402674297778,0.0007552447795609362,0.0018491695635380456,0.23789485201366564
Numerical analysis,preserve,0.006060606060606061,0.004407134768861808,0.0004597663478091759,0.0018715544787387191,0.6355397016219625
Numerical analysis,discretization,0.0022727272727272726,0.0033054858906297613,-0.0006418825304228704,-2.2384915200673717e-05,0.4281330325297652
Numerical analysis,convection_diffusion,0.0015151515151515152,0.001845220342790473,0.0006864717912261624,-0.0001406278352386139,0.7447730878382374
"Operations research, mathematical programming",optimization,0.06767676767676768,0.05377162684055779,0.006712803311146029,-0.0017924572831114914,0.5888431843156975
"Operations research, mathematical programming",decision_making,0.006060606060606061,0.005108030616680925,0.00040214826373974853,-0.00047436986689323134,0.5676083647459556
"Operations research, mathematical programming",data_drive,0.00404040404040404,0.0047241467940219,-0.0011582061471545708,0.00026786557160389,0.5098183917662418
"Operations research, mathematical programming",bilevel,0.00202020202020202,0.0033129185017006287,-0.002569434439475842,-0.0001581232889644098,1.5230824454016476
"Operations research, mathematical programming",nonconvex,0.00404040404040404,0.002825742896537446,0.0016492723083021518,0.0008519777211365993,1.433489360378021
Operator theory,banach_space,0.018518518518518517,0.010785122645842261,0.005954204771446126,0.004497354497354494,0.9059300245417524
Operator theory,toeplitz_operator,0.011111111111111112,0.010375475095578245,-0.004117278527610161,0.0007936507936507943,4.179357179885951
Operator theory,commute,0.011111111111111112,0.005807618630848652,0.0009767007564525166,0.0037887711032587343,3.8381851652013834
Operator theory,fredholm,0.003703703703703704,0.005179890160656086,-0.004481945588136184,-0.0005291005291005274,1.2925846948100879
Operator theory,invariant_subspace,0.007407407407407408,0.004634775237569952,-0.00019614263682618278,0.0020258513547104146,2.950134479919495
"Optics, electromagnetic theory",imaging,0.030303030303030304,0.030695847353747342,0.01690274390547148,-0.013918252290345325,0.7462878367267343
"Optics, electromagnetic theory",spectroscopy,0.030303030303030304,0.028098558765231485,-0.014154962361529078,-0.008104298801973222,1.0793626094940352
"Optics, electromagnetic theory",laser,0.030303030303030304,0.020694509583300418,-0.021559011543460144,0.011703239289446188,1.0276359668665256
"Optics, electromagnetic theory",precision,0.020202020202020204,0.014374138230524438,0.0002896311882709165,0.004287056612638007,1.307520559468384
"Optics, electromagnetic theory",light,0.020202020202020204,0.013751885813727452,0.006855334089589521,0.004287056612638005,0.5442471364284645
Ordinary differential equations,solution,0.013888888888888888,0.017305580795033672,-0.0010993271804264522,-0.00019841269841269668,0.06400564212220011
Ordinary differential equations,bifurcation,0.020833333333333332,0.012722318985415804,0.00658734966026243,0.00520833333333333,0.8339020802206644
Ordinary differential equations,asymptotic_behavior,0.013888888888888888,0.008798897767070369,-0.001690612722440121,0.005202284165698799,0.8527285548073193
Ordinary differential equations,second_order,0.006944444444444444,0.005588205115731462,-0.000546764209421912,0.0011994949494949492,0.2148944450367843
Partial differential equations,regularity,0.01048951048951049,0.010198024328307832,0.0011071152373987418,0.00041383737035910966,0.5713551587692187
Partial differential equations,nonlocal,0.009615384615384616,0.008262684557435996,-0.0008282245334730945,0.0010119711206667728,1.1377238282586384
Partial differential equations,posedness,0.006118881118881119,0.0052904947688383105,0.00033181708288789694,0.0009890471846993583,1.5198992728252088
Partial differential equations,reaction_diffusion,0.0034965034965034965,0.0038933697678278072,-0.00023886163713087057,2.2923935967414637e-05,0.5516236743072187
Partial differential equations,nonlinear_schrodinger,0.0034965034965034965,0.00376311091152138,0.0012837720685461734,-0.0003221416264894529,1.1775043816942552
Probability theory and stochastic processes,random,0.015670910871694418,0.021709708963439427,0.0014705185310567234,-0.006424794118519991,0.20844286177091034
Probability theory and stochastic processes,percolation,0.009794319294809012,0.0061258412710498734,0.00336595166663405,0.003114628453108605,1.9401623752921562
Probability theory and stochastic processes,levy_process,0.004897159647404506,0.0033198992594722573,-0.0002451631291195428,0.0015596909348133635,1.2460525599936692
Probability theory and stochastic processes,passage,0.0039177277179236044,0.002713987404813765,0.001794024203341824,0.0010675982618138515,1.6519096795344643
Probability theory and stochastic processes,backward_stochastic,0.0019588638589618022,0.0024589750462017113,0.000619048643257829,8.816633233295091e-05,0.9968420479949354
Quantum Theory,quantum,0.07024793388429752,0.06498798304708632,-0.0022634789412177697,0.002776462321076666,0.6171232841759197
Quantum Theory,gauge_theory,0.002066115702479339,0.007290751315443822,-0.001481178509117581,-0.0017395854019950797,0.2390370890891247
Quantum Theory,quantization,0.006198347107438017,0.004834223864756572,0.001910247256569438,-0.0005976841172606589,0.5046338547437077
Quantum Theory,physic,0.002066115702479339,0.003469237433661152,-0.0023787157827131165,-8.551038142252215e-05,0.31202551323847577
Quantum Theory,quantisation,0.002066115702479339,0.0023970820342230827,0.0005486531987332491,-0.00011636743611665233,1.7771887927930576
Relativity and gravitational theory,black_hole,0.04411764705882353,0.03078206963793514,0.00047903933490483705,0.01534741413343861,2.8708846515426325
Relativity and gravitational theory,spacetime,0.022058823529411766,0.019185091478730702,-0.018693696400057178,0.0043180023687327315,2.0340797082678743
Relativity and gravitational theory,gravitational_wave,0.007352941176470588,0.012190760281436194,-0.007943467906483268,7.934828607702337e-05,1.6615376371565422
Relativity and gravitational theory,cosmic,0.014705882352941176,0.011843220572340846,0.00426746299658327,-0.0034384257300042347,1.6799991664582816
Relativity and gravitational theory,horizon,0.007352941176470588,0.007590340825607601,1.4583249850024654e-05,0.00032076589024871577,1.292307051121755
Several complex variables and analytic spaces,holomorphic,0.016666666666666666,0.028288717030861648,-0.02325767472171567,-0.004271708683473383,0.6966815224830567
Several complex variables and analytic spaces,singularity,0.03333333333333333,0.018488500531075043,0.00817922218055958,0.007142857142857138,0.8283219264406111
Several complex variables and analytic spaces,plurisubharmonic,0.03333333333333333,0.011721213396482832,0.0021974038726733074,0.008119658119658115,29.99397291532318
Several complex variables and analytic spaces,kahler,0.016666666666666666,0.0109836795998214,0.0006744012493059368,0.0035714285714285704,2.456402954272157
"Statistical mechanics, structure of matter",statistical_mechanic,0.01818181818181818,0.010913876420602443,0.0020643188984785493,0.0034729315628192012,0.8958286416972859
"Statistical mechanics, structure of matter",crystal,0.00909090909090909,0.00899816079763467,-0.008700954246613117,0.0004132231404958688,0.23192974542324551
"Statistical mechanics, structure of matter",phenomena,0.00909090909090909,0.007903118682750458,-0.0009464388393734362,-0.0010725229826353423,0.48752579139988345
"Statistical mechanics, structure of matter",defect,0.00909090909090909,0.007627550927483798,-0.0012220065946400953,0.00160427807486631,0.35833145667891436
"Statistical mechanics, structure of matter",copolymer,0.00909090909090909,0.005909470220630016,0.0028230504675435964,0.0028732137427789593,2.3118158495413828
Statistics,datum,0.03701141473538568,0.03137207839493051,-0.0023990285469081413,0.002920874462808521,0.1643986650818301
Statistics,statistical,0.026634382566585957,0.02270421890074889,0.001753624779423063,0.001588399509514054,0.2475934613451862
Statistics,bayesian,0.0186786579038395,0.01615518687150485,0.0020838923124054127,0.0003418996460071518,0.25799791082735796
Statistics,inference,0.013144240747146317,0.01152509589945931,-0.0006700260517602027,0.0019127373401541363,0.24029944681636825
Statistics,machine_learning,0.007609823590453131,0.005708652096759613,0.0022690023156464174,0.00043087580550934135,0.29989608680660906
Systems theory; control,reinforcement_learning,0.008316008316008316,0.006644554196674181,-0.0006193683214856258,0.0013802263802263797,0.8506365281872967
Systems theory; control,data_drive,0.010395010395010396,0.005958520243034509,0.0035372127369812404,0.002419727419727418,0.9832148155302959
Systems theory; control,autonomous,0.002079002079002079,0.005679932744040333,-0.00884791229227928,-0.0008123508123508099,0.14505453142700045
Systems theory; control,feedback,0.008316008316008316,0.005302778501601728,0.00046016348949519045,0.0032320782320782314,0.3900221425921008
Systems theory; control,predictive,0.002079002079002079,0.00333401175809535,0.0009127042520420811,9.965141544088945e-05,0.17278554478804464
"Topological groups, Lie groups",group,0.06818181818181818,0.07255949251754755,-0.02845060849255346,0.005789022298456261,0.2304433881785596
"Topological groups, Lie groups",unitary,0.03409090909090909,0.021060867717690085,0.0008588475156698812,0.005934343434343429,3.587495797322153
"Topological groups, Lie groups",affine,0.022727272727272728,0.011916219047660959,0.001815208946650857,0.007867132867132864,1.1379690970000376
