subject_name,word,share,pred_share,pred_dshare,slope_3yr,spec_cum
Algebraic geometry,variety,0.02109704641350211,0.02359922015528035,0.0025021737417782425,-0.005445913510912372,30.104844067913834
Algebraic geometry,gromov_witten,0.004219409282700422,0.003871189573075767,-0.0003482197096246544,0.0014142943492778883,38.6370366260866
Algebraic geometry,higgs_bundle,0.004219409282700422,0.0029409013619355025,-0.001278507920764919,2.34737651332426e-05,36.18563373409057
Algebraic geometry,fourfold,0.004219409282700422,0.0027233683794268626,-0.001496040903273559,-0.0006719365269390807,46.45341081195609
Algebraic geometry,fano,0.008438818565400843,0.006635139400802125,-0.0018036791645987182,0.0021331784064834544,47.46835928347782
Algebraic topology,equivariant,0.009708737864077669,0.014628965545463207,0.004920227681385537,-0.006552475174425046,47.81483325037332
Algebraic topology,persistent,0.009708737864077669,0.011244966799599673,0.001536228935522004,-0.0008490531211931038,61.77639100609756
Algebraic topology,topology,0.009708737864077669,0.011193825768407795,0.0014850879043301255,0.0029532282476281897,15.902218298201083
Algebraic topology,homology,0.02912621359223301,0.026654914437245793,-0.002471299154987218,0.0012551220052419826,53.4672857830552
Algebraic topology,functor,0.009708737864077669,0.0069066394644827,-0.00280209839959497,-0.004651334490014399,32.698614728865735
Associative rings and algebras,semiring,0.0,0.0015207282563807132,0.0015207282563807132,-0.002732240437158471,63.67987930325057
Associative rings and algebras,algebra,0.08620689655172414,0.08771097434955565,0.0015040777978315067,0.0021198417184850275,30.680680003461376
Associative rings and algebras,hopf_algebra,0.017241379310344827,0.0164371611993614,-0.0008042181109834248,0.0004239683436970048,94.4305578615308
Associative rings and algebras,representation,0.034482758620689655,0.030121882063622478,-0.004360876557067177,-0.0018843037497644666,8.860016067360405
Associative rings and algebras,identity,0.017241379310344827,0.011548503255779354,-0.005692876054565473,0.0031562087808554734,22.716822249404494
Biology and other natural sciences,biochemical,0.0,0.0021749162934646153,0.0021749162934646153,-0.0008710801393728216,18.700634377202697
Biology and other natural sciences,single_cell,0.0036101083032490976,0.005418516447338338,0.0018084081440892406,0.0009339740122517277,12.75043252991093
Biology and other natural sciences,viral,0.0036101083032490976,0.002744849373516289,-0.000865258929732809,0.0009339740122517269,16.882517146085767
Biology and other natural sciences,coexistence,0.0036101083032490976,0.002232984646925893,-0.0013771236563232046,0.0018050541516245484,16.696994979645265
Biology and other natural sciences,infectious_disease,0.007220216606498195,0.005506558748417779,-0.0017136578580804161,0.002739028163876276,15.973458530527305
Calculus of variations and optimal control,inclusion,0.0,0.005319323378273339,0.005319323378273339,1.6217361123145565e-18,35.60847473875947
Calculus of variations and optimal control,nonlocal,0.0,0.004695485088242172,0.004695485088242172,1.6217361123145565e-18,8.163139720516769
Calculus of variations and optimal control,minimizer,0.0,0.0020971892015113794,0.0020971892015113794,1.6217361123145565e-18,96.90327109896783
Calculus of variations and optimal control,inequality,0.01639344262295082,0.01233359939191365,-0.004059843231037171,0.004196721311475411,4.125372073392866
Calculus of variations and optimal control,hamilton_jacobi,0.01639344262295082,0.009600543144202198,-0.006792899478748621,0.00819672131147541,45.05785481799994
"Category theory, homological algebra",high,0.0,0.017120192848502906,0.017120192848502906,-0.01724137931034482,16.66808937706027
"Category theory, homological algebra",tensor,0.0,0.007007232583834935,0.007007232583834935,3.8152553751104745e-18,17.22092816236907
"Category theory, homological algebra",algebraic,0.01282051282051282,0.012742831215580865,-7.768160493195543e-05,-0.000486295313881522,9.741294260702203
"Category theory, homological algebra",module,0.01282051282051282,0.012332338966290704,-0.0004881738542221164,0.002961980548187446,13.822588594886588
"Category theory, homological algebra",sheaf,0.01282051282051282,0.007443343428781229,-0.005377169391731591,-0.00048629531388152166,31.467332369419847
Combinatorics,ramsey,0.009345794392523364,0.008747035867455464,-0.000598758525067901,0.0001439116890153037,31.212273513029004
Combinatorics,matroid,0.009345794392523364,0.008308723553827621,-0.001037070838695743,-0.0007618854124339722,34.38640302282856
Combinatorics,multipartite,0.003115264797507788,0.001968502020130361,-0.0011467627773774271,0.001557632398753894,34.097441652888826
