subject_name,word,share,predicted_share,predicted_change,slope_3yr,specificity
Abstract harmonic analysis,group,0.016666666666666666,0.03646728536837114,-0.017104143203057427,-0.015476190476190473,0.08204136908816283
Abstract harmonic analysis,space,0.016666666666666666,0.0298247594232322,-0.02374666914819637,-0.007539682539682532,0.09597834422222902
Abstract harmonic analysis,compact,0.016666666666666666,0.022199335112115297,-0.013514950602170415,0.0003968253968254014,0.6602847536252141
Abstract harmonic analysis,operator,0.016666666666666666,0.015716171401989054,-0.002140971455153802,0.0003968253968253955,0.19229345456453606
Algebraic geometry,stack,0.004197271773347324,0.004178300093975588,-0.0008154577087709789,0.0015884318050410093,1.6232751903255618
Algebraic geometry,fano,0.007345225603357817,0.0037709493539488104,0.0025225099032621687,0.0016317964751482947,4.825821123046174
Algebraic geometry,hodge,0.0031479538300104933,0.0036206519142132996,0.002372212463526658,-0.001487247574790672,1.3004647831585467
Algebraic geometry,toric_variety,0.001049317943336831,0.002536250869738403,3.937196836511971e-05,-0.0015161573548621969,0.7335955187048212
Algebraic geometry,pezzo_surface,0.005246589716684155,0.0017609196133005212,0.0005124801626138794,0.0020315788820107154,6.087281963720857
Algebraic topology,topological,0.02857142857142857,0.020537626482765203,0.004961302495226262,0.0008808885484488665,0.6012946502394358
Algebraic topology,equivariant,0.024489795918367346,0.01870328398984881,-0.009334099187721281,0.0028615199430978813,2.095657387847479
Algebraic topology,homology,0.024489795918367346,0.018002805583767253,-0.0038040479987872626,0.005542485090550963,1.2699893685953838
Algebraic topology,persistence,0.0163265306122449,0.006190747852963946,0.003075483055456158,0.006822782732395907,4.191314775694958
Algebraic topology,persistent,0.00816326530612245,0.005931778321006804,-0.006529280869024348,0.0027411500793346846,2.7266079992424195
Approximations and expansions,approximation,0.02857142857142857,0.035172323674346306,-0.00927212077009814,-0.016202090592334493,0.21804893590665253
Approximations and expansions,operator,0.02857142857142857,0.02233638853144829,0.011225277420337179,0.0020905923344947666,0.16338020747838175
Approximations and expansions,expansion,0.014285714285714285,0.01185062400286909,0.0006146689466893143,0.0020923520923520895,0.582041989141735
Associative rings and algebras,algebra,0.048458149779735685,0.06095146227700755,-0.018470920394472602,-0.01947721881642586,0.39733368818444376
Associative rings and algebras,grade,0.013215859030837005,0.009476833684212033,0.005866725380962935,0.003111426018915005,0.9627700906007675
