year,state,subject,num_dissertations
2006.0,Missouri,"91—Game theory, economics, social and behavioral sciences",7
2006.0,Montana,37—Dynamical systems and ergodic theory,1
2006.0,Montana,65—Numerical analysis,1
2006.0,Montana,97—Mathematics education,1
2006.0,Nebraska,20—Group theory and generalizations,1
2006.0,Nebraska,62—Statistics,1
2006.0,Nebraska,68—Computer science,5
2006.0,Nebraska,"91—Game theory, economics, social and behavioral sciences",1
2006.0,Nebraska,"94—Information and communication, circuits",1
2006.0,Nevada,97—Mathematics education,1
2006.0,New Hampshire,00—General,1
2006.0,New Hampshire,11—Number theory,1
2006.0,New Hampshire,37—Dynamical systems and ergodic theory,1
2006.0,New Hampshire,68—Computer science,3
2006.0,New Hampshire,"94—Information and communication, circuits",1
2006.0,New Jersey,00—General,1
2006.0,New Jersey,03—Mathematical logic and foundations,2
2006.0,New Jersey,05—Combinatorics,4
2006.0,New Jersey,11—Number theory,4
2006.0,New Jersey,14—Algebraic geometry,1
2006.0,New Jersey,17—Nonassociative rings and algebras,1
2006.0,New Jersey,20—Group theory and generalizations,1
2006.0,New Jersey,35—Partial differential equations,2
2006.0,New Jersey,37—Dynamical systems and ergodic theory,1
2006.0,New Jersey,52—Convex and discrete geometry,1
2006.0,New Jersey,60—Probability theory and stochastic processes,2
2006.0,New Jersey,62—Statistics,6
2006.0,New Jersey,65—Numerical analysis,1
2006.0,New Jersey,68—Computer science,24
2006.0,New Jersey,76—Fluid mechanics,3
2006.0,New Jersey,"78—Optics, electromagnetic theory",1
2006.0,New Jersey,81—Quantum Theory,1
2006.0,New Jersey,"82—Statistical mechanics, structure of matter",1
2006.0,New Jersey,83—Relativity and gravitational theory,1
2006.0,New Jersey,85—Astronomy and astrophysics,1
2006.0,New Jersey,86—Geophysics,1
2006.0,New Jersey,"90—Operations research, mathematical programming",1
2006.0,New Jersey,"91—Game theory, economics, social and behavioral sciences",9
2006.0,New Jersey,92—Biology and other natural sciences,1
2006.0,New Jersey,93—Systems theory; control,2
2006.0,New Jersey,"94—Information and communication, circuits",2
2006.0,New Mexico,46—Functional analysis,1
2006.0,New Mexico,57—Manifolds and cell complexes,1
2006.0,New Mexico,62—Statistics,1
2006.0,New Mexico,68—Computer science,4
2006.0,New Mexico,92—Biology and other natural sciences,1
2006.0,New York,03—Mathematical logic and foundations,4
2006.0,New York,05—Combinatorics,1
2006.0,New York,11—Number theory,3
2006.0,New York,12—Field theory and polynomials,1
2006.0,New York,14—Algebraic geometry,4
2006.0,New York,16—Associative rings and algebras,1
2006.0,New York,"18—Category theory, homological algebra",1
2006.0,New York,19—K-theory,1
2006.0,New York,20—Group theory and generalizations,3
2006.0,New York,"22—Topological groups, Lie groups",1
2006.0,New York,30—Functions of a complex variable,1
2006.0,New York,35—Partial differential equations,3
2006.0,New York,37—Dynamical systems and ergodic theory,4
2006.0,New York,41—Approximations and expansions,2
2006.0,New York,42—Fourier analysis,1
2006.0,New York,49—Calculus of variations and optimal control,1
2006.0,New York,52—Convex and discrete geometry,1
2006.0,New York,53—Differential geometry,3
2006.0,New York,57—Manifolds and cell complexes,2
2006.0,New York,"58—Global analysis, analysis on manifolds",3
2006.0,New York,60—Probability theory and stochastic processes,10
2006.0,New York,62—Statistics,26
2006.0,New York,65—Numerical analysis,9
2006.0,New York,68—Computer science,48
2006.0,New York,76—Fluid mechanics,8
2006.0,New York,"78—Optics, electromagnetic theory",7
2006.0,New York,81—Quantum Theory,3
2006.0,New York,"82—Statistical mechanics, structure of matter",1
2006.0,New York,85—Astronomy and astrophysics,1
2006.0,New York,86—Geophysics,3
2006.0,New York,"90—Operations research, mathematical programming",10
2006.0,New York,"91—Game theory, economics, social and behavioral sciences",17
2006.0,New York,92—Biology and other natural sciences,13
2006.0,New York,"94—Information and communication, circuits",8
2006.0,New York,97—Mathematics education,1
2006.0,North Carolina,11—Number theory,1
2006.0,North Carolina,13—Commutative rings and algebras,2
2006.0,North Carolina,14—Algebraic geometry,4
2006.0,North Carolina,30—Functions of a complex variable,1
2006.0,North Carolina,32—Several complex variables and analytic spaces,2
2006.0,North Carolina,35—Partial differential equations,2
2006.0,North Carolina,37—Dynamical systems and ergodic theory,3
2006.0,North Carolina,51—Geometry,1
2006.0,North Carolina,54—General topology,1
2006.0,North Carolina,60—Probability theory and stochastic processes,5
2006.0,North Carolina,62—Statistics,20
2006.0,North Carolina,65—Numerical analysis,2
2006.0,North Carolina,68—Computer science,26
2006.0,North Carolina,76—Fluid mechanics,2
2006.0,North Carolina,"90—Operations research, mathematical programming",1
2006.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",15
2006.0,North Carolina,92—Biology and other natural sciences,1
2006.0,North Carolina,"94—Information and communication, circuits",4
2006.0,North Carolina,97—Mathematics education,2
2006.0,Ohio,03—Mathematical logic and foundations,1
2006.0,Ohio,11—Number theory,2
2006.0,Ohio,13—Commutative rings and algebras,1
2006.0,Ohio,"22—Topological groups, Lie groups",1
2006.0,Ohio,26—Real functions,1
2006.0,Ohio,37—Dynamical systems and ergodic theory,1
2006.0,Ohio,46—Functional analysis,1
2006.0,Ohio,51—Geometry,1
2006.0,Ohio,53—Differential geometry,2
2006.0,Ohio,60—Probability theory and stochastic processes,3
2006.0,Ohio,62—Statistics,17
2006.0,Ohio,65—Numerical analysis,1
2006.0,Ohio,68—Computer science,5
2006.0,Ohio,76—Fluid mechanics,1
2006.0,Ohio,"90—Operations research, mathematical programming",3
2006.0,Ohio,"91—Game theory, economics, social and behavioral sciences",9
2006.0,Ohio,97—Mathematics education,1
2006.0,Oklahoma,68—Computer science,1
2006.0,Oregon,03—Mathematical logic and foundations,2
2006.0,Oregon,11—Number theory,1
2006.0,Oregon,14—Algebraic geometry,1
2006.0,Oregon,16—Associative rings and algebras,1
2006.0,Oregon,17—Nonassociative rings and algebras,1
2006.0,Oregon,37—Dynamical systems and ergodic theory,1
2006.0,Oregon,53—Differential geometry,1
2006.0,Oregon,55—Algebraic topology,2
2006.0,Oregon,60—Probability theory and stochastic processes,1
2006.0,Oregon,62—Statistics,2
2006.0,Oregon,68—Computer science,1
2006.0,Oregon,"91—Game theory, economics, social and behavioral sciences",4
2006.0,Oregon,97—Mathematics education,3
2006.0,Pennsylvania,00—General,1
2006.0,Pennsylvania,01—History and biography,1
2006.0,Pennsylvania,03—Mathematical logic and foundations,1
2006.0,Pennsylvania,05—Combinatorics,7
2006.0,Pennsylvania,11—Number theory,3
2006.0,Pennsylvania,14—Algebraic geometry,2
2006.0,Pennsylvania,"18—Category theory, homological algebra",1
2006.0,Pennsylvania,19—K-theory,1
2006.0,Pennsylvania,35—Partial differential equations,3
2006.0,Pennsylvania,37—Dynamical systems and ergodic theory,2
2006.0,Pennsylvania,47—Operator theory,1
2006.0,Pennsylvania,60—Probability theory and stochastic processes,3
2006.0,Pennsylvania,62—Statistics,24
2006.0,Pennsylvania,68—Computer science,36
2006.0,Pennsylvania,74—Mechanics of deformable solids,1
2006.0,Pennsylvania,76—Fluid mechanics,2
2006.0,Pennsylvania,81—Quantum Theory,4
2006.0,Pennsylvania,"82—Statistical mechanics, structure of matter",1
2006.0,Pennsylvania,83—Relativity and gravitational theory,2
2006.0,Pennsylvania,85—Astronomy and astrophysics,2
2006.0,Pennsylvania,86—Geophysics,1
2006.0,Pennsylvania,"90—Operations research, mathematical programming",9
2006.0,Pennsylvania,"91—Game theory, economics, social and behavioral sciences",7
2006.0,Pennsylvania,93—Systems theory; control,2
2006.0,Pennsylvania,"94—Information and communication, circuits",4
2006.0,Pennsylvania,97—Mathematics education,1
2006.0,Puerto Rico,68—Computer science,1
2006.0,Rhode Island,01—History and biography,1
2006.0,Rhode Island,11—Number theory,1
2006.0,Rhode Island,14—Algebraic geometry,1
2006.0,Rhode Island,35—Partial differential equations,1
2006.0,Rhode Island,37—Dynamical systems and ergodic theory,3
2006.0,Rhode Island,39—Finite differences and functional equations,1
2006.0,Rhode Island,"58—Global analysis, analysis on manifolds",1
2006.0,Rhode Island,60—Probability theory and stochastic processes,1
2006.0,Rhode Island,62—Statistics,3
2006.0,Rhode Island,65—Numerical analysis,7
2006.0,Rhode Island,68—Computer science,8
2006.0,Rhode Island,76—Fluid mechanics,1
2006.0,Rhode Island,"91—Game theory, economics, social and behavioral sciences",6
2006.0,South Carolina,00—General,1
2006.0,South Carolina,05—Combinatorics,1
2006.0,South Carolina,11—Number theory,1
2006.0,South Carolina,33—Special functions,1
2006.0,South Carolina,46—Functional analysis,1
2006.0,South Carolina,57—Manifolds and cell complexes,1
2006.0,South Carolina,60—Probability theory and stochastic processes,2
2006.0,South Carolina,62—Statistics,19
2006.0,South Carolina,65—Numerical analysis,1
2006.0,South Carolina,68—Computer science,13
2006.0,South Carolina,"78—Optics, electromagnetic theory",1
2006.0,South Carolina,"91—Game theory, economics, social and behavioral sciences",4
2006.0,South Carolina,"94—Information and communication, circuits",4
2006.0,South Carolina,97—Mathematics education,1
2006.0,South Dakota,13—Commutative rings and algebras,1
2006.0,South Dakota,68—Computer science,2
2006.0,Tennessee,05—Combinatorics,3
2006.0,Tennessee,35—Partial differential equations,2
2006.0,Tennessee,45—Integral equations,1
2006.0,Tennessee,49—Calculus of variations and optimal control,2
2006.0,Tennessee,52—Convex and discrete geometry,1
2006.0,Tennessee,68—Computer science,7
2006.0,Tennessee,76—Fluid mechanics,1
2006.0,Tennessee,"91—Game theory, economics, social and behavioral sciences",1
2006.0,Tennessee,92—Biology and other natural sciences,1
2006.0,Tennessee,93—Systems theory; control,2
2006.0,Texas,03—Mathematical logic and foundations,1
2006.0,Texas,11—Number theory,4
2006.0,Texas,13—Commutative rings and algebras,1
2006.0,Texas,16—Associative rings and algebras,3
2006.0,Texas,20—Group theory and generalizations,1
2006.0,Texas,28—Measure and integration,1
2006.0,Texas,30—Functions of a complex variable,3
2006.0,Texas,32—Several complex variables and analytic spaces,2
2006.0,Texas,34—Ordinary differential equations,3
2006.0,Texas,35—Partial differential equations,2
2006.0,Texas,37—Dynamical systems and ergodic theory,5
2006.0,Texas,41—Approximations and expansions,1
2006.0,Texas,"44—Integral transforms, operational calculus",1
2006.0,Texas,46—Functional analysis,4
2006.0,Texas,51—Geometry,1
2006.0,Texas,52—Convex and discrete geometry,1
2006.0,Texas,57—Manifolds and cell complexes,3
2006.0,Texas,62—Statistics,32
2006.0,Texas,65—Numerical analysis,12
2006.0,Texas,68—Computer science,36
2006.0,Texas,74—Mechanics of deformable solids,2
2006.0,Texas,76—Fluid mechanics,3
2006.0,Texas,"78—Optics, electromagnetic theory",2
2006.0,Texas,81—Quantum Theory,3
2006.0,Texas,"90—Operations research, mathematical programming",4
2006.0,Texas,"91—Game theory, economics, social and behavioral sciences",13
2006.0,Texas,92—Biology and other natural sciences,3
2006.0,Texas,93—Systems theory; control,3
2006.0,Texas,"94—Information and communication, circuits",12
2006.0,Texas,97—Mathematics education,8
2006.0,Utah,13—Commutative rings and algebras,1
2006.0,Utah,14—Algebraic geometry,1
2006.0,Utah,20—Group theory and generalizations,1
2006.0,Utah,60—Probability theory and stochastic processes,1
2006.0,Utah,62—Statistics,1
2006.0,Utah,68—Computer science,6
2006.0,Utah,70—Mechanics of particles and systems,1
2006.0,Utah,"90—Operations research, mathematical programming",1
2006.0,Utah,92—Biology and other natural sciences,2
2006.0,Virginia,01—History and biography,1
2006.0,Virginia,05—Combinatorics,1
2006.0,Virginia,14—Algebraic geometry,3
2006.0,Virginia,16—Associative rings and algebras,1
2006.0,Virginia,17—Nonassociative rings and algebras,1
2006.0,Virginia,35—Partial differential equations,2
2006.0,Virginia,37—Dynamical systems and ergodic theory,1
2006.0,Virginia,"44—Integral transforms, operational calculus",1
2006.0,Virginia,55—Algebraic topology,1
2006.0,Virginia,60—Probability theory and stochastic processes,1
2006.0,Virginia,62—Statistics,22
2006.0,Virginia,65—Numerical analysis,1
2006.0,Virginia,68—Computer science,13
2006.0,Virginia,74—Mechanics of deformable solids,2
2006.0,Virginia,76—Fluid mechanics,2
2006.0,Virginia,"82—Statistical mechanics, structure of matter",1
2006.0,Virginia,"90—Operations research, mathematical programming",3
2006.0,Virginia,"91—Game theory, economics, social and behavioral sciences",12
2006.0,Virginia,92—Biology and other natural sciences,3
2006.0,Virginia,93—Systems theory; control,3
2006.0,Virginia,"94—Information and communication, circuits",7
2006.0,Virginia,97—Mathematics education,5
2006.0,Washington,15—Linear and multilinear algebra; matrix theory,1
2006.0,Washington,60—Probability theory and stochastic processes,1
2006.0,Washington,68—Computer science,1
2006.0,Washington,"90—Operations research, mathematical programming",1
2006.0,Washington,"91—Game theory, economics, social and behavioral sciences",2
2006.0,West Virginia,41—Approximations and expansions,1
2006.0,West Virginia,68—Computer science,1
2006.0,Wisconsin,03—Mathematical logic and foundations,2
2006.0,Wisconsin,05—Combinatorics,3
2006.0,Wisconsin,11—Number theory,3
2006.0,Wisconsin,17—Nonassociative rings and algebras,1
2006.0,Wisconsin,20—Group theory and generalizations,1
2006.0,Wisconsin,32—Several complex variables and analytic spaces,1
2006.0,Wisconsin,42—Fourier analysis,1
2006.0,Wisconsin,53—Differential geometry,1
2006.0,Wisconsin,55—Algebraic topology,2
2006.0,Wisconsin,62—Statistics,10
2006.0,Wisconsin,65—Numerical analysis,1
2006.0,Wisconsin,68—Computer science,11
2006.0,Wisconsin,"78—Optics, electromagnetic theory",1
2006.0,Wisconsin,81—Quantum Theory,1
2006.0,Wisconsin,"82—Statistical mechanics, structure of matter",1
2006.0,Wisconsin,83—Relativity and gravitational theory,1
2006.0,Wisconsin,86—Geophysics,1
2006.0,Wisconsin,"90—Operations research, mathematical programming",2
2006.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",16
2006.0,Wisconsin,"94—Information and communication, circuits",2
2006.0,Wyoming,05—Combinatorics,2
2007.0,Alabama,00—General,1
2007.0,Alabama,05—Combinatorics,1
2007.0,Alabama,15—Linear and multilinear algebra; matrix theory,1
2007.0,Alabama,20—Group theory and generalizations,1
2007.0,Alabama,37—Dynamical systems and ergodic theory,1
2007.0,Alabama,47—Operator theory,1
2007.0,Alabama,52—Convex and discrete geometry,1
2007.0,Alabama,54—General topology,1
2007.0,Alabama,60—Probability theory and stochastic processes,1
2007.0,Alabama,65—Numerical analysis,2
2007.0,Alabama,68—Computer science,1
2007.0,Alabama,"82—Statistical mechanics, structure of matter",2
2007.0,Alabama,"90—Operations research, mathematical programming",1
2007.0,Alabama,"91—Game theory, economics, social and behavioral sciences",2
2007.0,Alabama,"94—Information and communication, circuits",1
2007.0,Arizona,11—Number theory,2
2007.0,Arizona,34—Ordinary differential equations,1
2007.0,Arizona,49—Calculus of variations and optimal control,1
2007.0,Arizona,53—Differential geometry,2
2007.0,Arizona,60—Probability theory and stochastic processes,1
2007.0,Arizona,62—Statistics,2
2007.0,Arizona,68—Computer science,6
2007.0,Arizona,70—Mechanics of particles and systems,1
2007.0,Arizona,76—Fluid mechanics,1
2007.0,Arizona,"80—Classical thermodynamics, heat transfer",1
2007.0,Arizona,"82—Statistical mechanics, structure of matter",1
2007.0,Arizona,"90—Operations research, mathematical programming",1
2007.0,Arizona,"91—Game theory, economics, social and behavioral sciences",6
2007.0,Arizona,92—Biology and other natural sciences,5
2007.0,Arizona,"94—Information and communication, circuits",1
2007.0,Arizona,97—Mathematics education,4
2007.0,California,00—General,6
2007.0,California,03—Mathematical logic and foundations,5
2007.0,California,05—Combinatorics,6
2007.0,California,11—Number theory,8
2007.0,California,14—Algebraic geometry,6
2007.0,California,15—Linear and multilinear algebra; matrix theory,2
2007.0,California,16—Associative rings and algebras,2
2007.0,California,17—Nonassociative rings and algebras,1
2007.0,California,"18—Category theory, homological algebra",2
2007.0,California,20—Group theory and generalizations,1
2007.0,California,"22—Topological groups, Lie groups",1
2007.0,California,28—Measure and integration,1
2007.0,California,30—Functions of a complex variable,1
2007.0,California,32—Several complex variables and analytic spaces,1
2007.0,California,35—Partial differential equations,9
2007.0,California,37—Dynamical systems and ergodic theory,3
2007.0,California,41—Approximations and expansions,1
2007.0,California,46—Functional analysis,2
2007.0,California,49—Calculus of variations and optimal control,1
2007.0,California,51—Geometry,1
2007.0,California,52—Convex and discrete geometry,2
2007.0,California,53—Differential geometry,2
2007.0,California,55—Algebraic topology,3
2007.0,California,57—Manifolds and cell complexes,8
2007.0,California,60—Probability theory and stochastic processes,10
2007.0,California,62—Statistics,48
2007.0,California,65—Numerical analysis,9
2007.0,California,68—Computer science,116
2007.0,California,70—Mechanics of particles and systems,2
2007.0,California,74—Mechanics of deformable solids,3
2007.0,California,76—Fluid mechanics,5
2007.0,California,"78—Optics, electromagnetic theory",1
2007.0,California,81—Quantum Theory,14
2007.0,California,"82—Statistical mechanics, structure of matter",3
2007.0,California,83—Relativity and gravitational theory,6
2007.0,California,85—Astronomy and astrophysics,2
2007.0,California,86—Geophysics,5
2007.0,California,"90—Operations research, mathematical programming",12
2007.0,California,"91—Game theory, economics, social and behavioral sciences",102
2007.0,California,92—Biology and other natural sciences,16
2007.0,California,93—Systems theory; control,14
2007.0,California,"94—Information and communication, circuits",32
2007.0,California,97—Mathematics education,3
2007.0,Colorado,00—General,2
2007.0,Colorado,03—Mathematical logic and foundations,2
2007.0,Colorado,05—Combinatorics,1
2007.0,Colorado,11—Number theory,1
2007.0,Colorado,14—Algebraic geometry,1
2007.0,Colorado,20—Group theory and generalizations,1
2007.0,Colorado,62—Statistics,4
2007.0,Colorado,65—Numerical analysis,5
2007.0,Colorado,68—Computer science,5
2007.0,Colorado,76—Fluid mechanics,1
2007.0,Colorado,86—Geophysics,1
2007.0,Colorado,"91—Game theory, economics, social and behavioral sciences",1
2007.0,Colorado,"94—Information and communication, circuits",3
2007.0,Connecticut,03—Mathematical logic and foundations,2
2007.0,Connecticut,16—Associative rings and algebras,1
2007.0,Connecticut,20—Group theory and generalizations,1
2007.0,Connecticut,35—Partial differential equations,1
2007.0,Connecticut,46—Functional analysis,2
2007.0,Connecticut,54—General topology,1
2007.0,Connecticut,55—Algebraic topology,1
2007.0,Connecticut,60—Probability theory and stochastic processes,1
2007.0,Connecticut,62—Statistics,6
2007.0,Connecticut,65—Numerical analysis,4
2007.0,Connecticut,68—Computer science,4
2007.0,Connecticut,76—Fluid mechanics,1
2007.0,Connecticut,81—Quantum Theory,3
2007.0,Connecticut,"91—Game theory, economics, social and behavioral sciences",8
2007.0,Connecticut,93—Systems theory; control,1
2007.0,Delaware,60—Probability theory and stochastic processes,1
2007.0,Delaware,74—Mechanics of deformable solids,1
2007.0,Delaware,76—Fluid mechanics,2
2007.0,Delaware,"94—Information and communication, circuits",1
2007.0,District of Columbia,37—Dynamical systems and ergodic theory,1
2007.0,District of Columbia,49—Calculus of variations and optimal control,1
2007.0,District of Columbia,55—Algebraic topology,1
2007.0,District of Columbia,62—Statistics,1
2007.0,District of Columbia,"91—Game theory, economics, social and behavioral sciences",2
2007.0,Florida,05—Combinatorics,1
2007.0,Florida,14—Algebraic geometry,2
2007.0,Florida,34—Ordinary differential equations,4
2007.0,Florida,35—Partial differential equations,6
2007.0,Florida,37—Dynamical systems and ergodic theory,1
2007.0,Florida,43—Abstract harmonic analysis,1
2007.0,Florida,46—Functional analysis,1
2007.0,Florida,47—Operator theory,1
2007.0,Florida,49—Calculus of variations and optimal control,1
2007.0,Florida,54—General topology,1
2007.0,Florida,55—Algebraic topology,1
2007.0,Florida,60—Probability theory and stochastic processes,4
2007.0,Florida,62—Statistics,8
2007.0,Florida,65—Numerical analysis,1
2007.0,Florida,68—Computer science,38
2007.0,Florida,76—Fluid mechanics,1
2007.0,Florida,81—Quantum Theory,3
2007.0,Florida,83—Relativity and gravitational theory,1
2007.0,Florida,86—Geophysics,1
2007.0,Florida,"90—Operations research, mathematical programming",13
2007.0,Florida,"91—Game theory, economics, social and behavioral sciences",10
2007.0,Florida,92—Biology and other natural sciences,5
2007.0,Florida,93—Systems theory; control,5
2007.0,Florida,"94—Information and communication, circuits",8
2007.0,Florida,97—Mathematics education,3
2007.0,Georgia,05—Combinatorics,2
2007.0,Georgia,11—Number theory,1
2007.0,Georgia,14—Algebraic geometry,4
2007.0,Georgia,53—Differential geometry,1
2007.0,Georgia,55—Algebraic topology,1
2007.0,Georgia,62—Statistics,5
2007.0,Georgia,65—Numerical analysis,3
2007.0,Georgia,68—Computer science,7
2007.0,Georgia,"91—Game theory, economics, social and behavioral sciences",5
2007.0,Georgia,92—Biology and other natural sciences,1
2007.0,Georgia,97—Mathematics education,3
2007.0,Hawaii,30—Functions of a complex variable,1
2007.0,Hawaii,68—Computer science,1
2007.0,Illinois,01—History and biography,1
2007.0,Illinois,03—Mathematical logic and foundations,2
2007.0,Illinois,05—Combinatorics,4
2007.0,Illinois,11—Number theory,7
2007.0,Illinois,13—Commutative rings and algebras,1
2007.0,Illinois,14—Algebraic geometry,5
2007.0,Illinois,15—Linear and multilinear algebra; matrix theory,1
2007.0,Illinois,16—Associative rings and algebras,1
2007.0,Illinois,19—K-theory,1
2007.0,Illinois,20—Group theory and generalizations,6
2007.0,Illinois,32—Several complex variables and analytic spaces,1
2007.0,Illinois,35—Partial differential equations,1
2007.0,Illinois,37—Dynamical systems and ergodic theory,1
2007.0,Illinois,41—Approximations and expansions,4
2007.0,Illinois,42—Fourier analysis,1
2007.0,Illinois,49—Calculus of variations and optimal control,1
2007.0,Illinois,51—Geometry,1
2007.0,Illinois,53—Differential geometry,1
2007.0,Illinois,54—General topology,1
2007.0,Illinois,55—Algebraic topology,1
2007.0,Illinois,57—Manifolds and cell complexes,1
2007.0,Illinois,60—Probability theory and stochastic processes,2
2007.0,Illinois,62—Statistics,12
2007.0,Illinois,65—Numerical analysis,5
2007.0,Illinois,68—Computer science,16
2007.0,Illinois,74—Mechanics of deformable solids,3
2007.0,Illinois,76—Fluid mechanics,4
2007.0,Illinois,83—Relativity and gravitational theory,2
2007.0,Illinois,85—Astronomy and astrophysics,1
2007.0,Illinois,"90—Operations research, mathematical programming",6
2007.0,Illinois,"91—Game theory, economics, social and behavioral sciences",21
2007.0,Illinois,92—Biology and other natural sciences,2
2007.0,Illinois,93—Systems theory; control,10
2007.0,Illinois,"94—Information and communication, circuits",6
2007.0,Illinois,97—Mathematics education,1
2007.0,Indiana,03—Mathematical logic and foundations,4
2007.0,Indiana,"22—Topological groups, Lie groups",1
2007.0,Indiana,30—Functions of a complex variable,1
2007.0,Indiana,32—Several complex variables and analytic spaces,1
2007.0,Indiana,33—Special functions,1
2007.0,Indiana,35—Partial differential equations,2
2007.0,Indiana,42—Fourier analysis,1
2007.0,Indiana,65—Numerical analysis,2
2007.0,Indiana,68—Computer science,6
2007.0,Indiana,85—Astronomy and astrophysics,1
2007.0,Indiana,"90—Operations research, mathematical programming",1
2007.0,Indiana,"91—Game theory, economics, social and behavioral sciences",4
2007.0,Indiana,92—Biology and other natural sciences,1
2007.0,Indiana,"94—Information and communication, circuits",2
2007.0,Indiana,97—Mathematics education,2
2007.0,Iowa,08—General algebraic systems,1
2007.0,Iowa,13—Commutative rings and algebras,1
2007.0,Iowa,16—Associative rings and algebras,1
2007.0,Iowa,20—Group theory and generalizations,2
2007.0,Iowa,35—Partial differential equations,4
2007.0,Iowa,46—Functional analysis,1
2007.0,Iowa,51—Geometry,1
2007.0,Iowa,53—Differential geometry,1
2007.0,Iowa,57—Manifolds and cell complexes,5
2007.0,Iowa,62—Statistics,9
2007.0,Iowa,68—Computer science,6
2007.0,Iowa,"82—Statistical mechanics, structure of matter",1
2007.0,Iowa,"90—Operations research, mathematical programming",1
2007.0,Iowa,"91—Game theory, economics, social and behavioral sciences",5
2007.0,Iowa,92—Biology and other natural sciences,1
2007.0,Iowa,97—Mathematics education,1
2007.0,Kansas,13—Commutative rings and algebras,1
2007.0,Kansas,37—Dynamical systems and ergodic theory,1
2007.0,Kansas,46—Functional analysis,1
2007.0,Kansas,68—Computer science,3
2007.0,Kansas,"91—Game theory, economics, social and behavioral sciences",7
2007.0,Kansas,"94—Information and communication, circuits",1
2007.0,Kentucky,20—Group theory and generalizations,1
2007.0,Kentucky,26—Real functions,1
2007.0,Kentucky,35—Partial differential equations,1
2007.0,Kentucky,"40—Sequences, series, summability",1
2007.0,Kentucky,62—Statistics,5
2007.0,Kentucky,65—Numerical analysis,1
2007.0,Kentucky,68—Computer science,3
2007.0,Kentucky,"91—Game theory, economics, social and behavioral sciences",1
2007.0,Kentucky,97—Mathematics education,1
2007.0,Louisiana,11—Number theory,1
2007.0,Louisiana,20—Group theory and generalizations,1
2007.0,Louisiana,35—Partial differential equations,3
2007.0,Louisiana,60—Probability theory and stochastic processes,2
2007.0,Louisiana,62—Statistics,4
2007.0,Louisiana,65—Numerical analysis,2
2007.0,Louisiana,68—Computer science,1
2007.0,Louisiana,74—Mechanics of deformable solids,1
2007.0,Louisiana,92—Biology and other natural sciences,2
2007.0,Louisiana,"94—Information and communication, circuits",1
2007.0,Maryland,00—General,1
2007.0,Maryland,03—Mathematical logic and foundations,1
2007.0,Maryland,05—Combinatorics,2
2007.0,Maryland,11—Number theory,3
2007.0,Maryland,12—Field theory and polynomials,1
2007.0,Maryland,14—Algebraic geometry,1
2007.0,Maryland,15—Linear and multilinear algebra; matrix theory,1
2007.0,Maryland,"22—Topological groups, Lie groups",2
2007.0,Maryland,35—Partial differential equations,3
2007.0,Maryland,37—Dynamical systems and ergodic theory,1
2007.0,Maryland,39—Finite differences and functional equations,1
2007.0,Maryland,43—Abstract harmonic analysis,1
2007.0,Maryland,55—Algebraic topology,1
2007.0,Maryland,62—Statistics,12
2007.0,Maryland,65—Numerical analysis,2
2007.0,Maryland,68—Computer science,25
2007.0,Maryland,76—Fluid mechanics,3
2007.0,Maryland,83—Relativity and gravitational theory,2
2007.0,Maryland,86—Geophysics,1
2007.0,Maryland,"90—Operations research, mathematical programming",3
2007.0,Maryland,"91—Game theory, economics, social and behavioral sciences",19
2007.0,Maryland,92—Biology and other natural sciences,1
2007.0,Maryland,"94—Information and communication, circuits",8
2007.0,Maryland,97—Mathematics education,2
2007.0,Massachusetts,00—General,2
2007.0,Massachusetts,03—Mathematical logic and foundations,1
2007.0,Massachusetts,11—Number theory,4
2007.0,Massachusetts,13—Commutative rings and algebras,1
2007.0,Massachusetts,14—Algebraic geometry,7
2007.0,Massachusetts,15—Linear and multilinear algebra; matrix theory,1
2007.0,Massachusetts,"18—Category theory, homological algebra",1
2007.0,Massachusetts,19—K-theory,1
2007.0,Massachusetts,"22—Topological groups, Lie groups",1
2007.0,Massachusetts,35—Partial differential equations,2
2007.0,Massachusetts,37—Dynamical systems and ergodic theory,3
2007.0,Massachusetts,53—Differential geometry,2
2007.0,Massachusetts,57—Manifolds and cell complexes,2
2007.0,Massachusetts,"58—Global analysis, analysis on manifolds",1
2007.0,Massachusetts,60—Probability theory and stochastic processes,1
2007.0,Massachusetts,62—Statistics,11
2007.0,Massachusetts,68—Computer science,37
2007.0,Massachusetts,70—Mechanics of particles and systems,1
2007.0,Massachusetts,74—Mechanics of deformable solids,4
2007.0,Massachusetts,76—Fluid mechanics,2
2007.0,Massachusetts,81—Quantum Theory,10
2007.0,Massachusetts,"82—Statistical mechanics, structure of matter",2
2007.0,Massachusetts,85—Astronomy and astrophysics,2
2007.0,Massachusetts,86—Geophysics,1
2007.0,Massachusetts,"90—Operations research, mathematical programming",6
2007.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",49
2007.0,Massachusetts,92—Biology and other natural sciences,5
2007.0,Massachusetts,93—Systems theory; control,6
2007.0,Massachusetts,"94—Information and communication, circuits",5
2007.0,Michigan,05—Combinatorics,4
2007.0,Michigan,11—Number theory,4
2007.0,Michigan,13—Commutative rings and algebras,2
2007.0,Michigan,14—Algebraic geometry,1
2007.0,Michigan,30—Functions of a complex variable,1
