subject_name,word,share,pred_share,pred_dshare,slope_3yr,spec_cum
Abstract harmonic analysis,group,0.05970149253731343,0.0457243296065433,-0.01397716293077013,0.010982821740354832,11.592388684567593
Abstract harmonic analysis,space,0.04477611940298507,0.03912530114840026,-0.005650818254584813,0.0035201351731906447,6.401715454172149
Abstract harmonic analysis,compact,0.04477611940298507,0.028318853770513654,-0.016457265632471418,0.008237116305266117,46.64231682496608
Abstract harmonic analysis,operator,0.04477611940298507,0.027962539407218493,-0.01681357999576658,0.01295409743734159,6.847720855183541
Abstract harmonic analysis,algebra,0.029850746268656716,0.015510724958159488,-0.014340021310497228,0.014925373134328356,8.099062492545265
Algebraic geometry,sheaf,0.005158437730287398,0.008493047615792995,0.003334609885505596,-0.0027286367611832622,35.00357271074953
Algebraic geometry,hodge,0.008843036109064112,0.006030662472088291,-0.0028123736369758206,0.003006089887511532,32.29964504348657
Algebraic geometry,stack,0.009579955784819455,0.005694963275214997,-0.0038849925096044583,0.0023129786001238107,29.851177662204627
Algebraic geometry,toric_variety,0.0029476787030213707,0.0026903506034473036,-0.00025732809957406733,0.0004122682262452924,37.89581706608689
Algebraic geometry,pezzo_surface,0.0014738393515106854,0.0026513235508906475,0.001177484199379962,-0.0013862225747754435,39.58470268624827
Algebraic topology,topological,0.03518518518518519,0.028587880269220954,-0.006597304915964234,0.005246913580246913,15.840693981572242
Algebraic topology,homology,0.027777777777777776,0.024057891830670735,-0.003719885947107041,0.0005144032921810691,49.91815330327387
Algebraic topology,equivariant,0.020370370370370372,0.017447816959596563,-0.00292255341077381,-0.0042181069958847715,45.087364273924784
Algebraic topology,persistent,0.014814814814814815,0.00963732822806753,-0.005177486586747284,0.0012345679012345679,53.441787654093204
Algebraic topology,persistence,0.007407407407407408,0.0062757520812557815,-0.0011316553261516264,-0.001440329218106997,26.20703048421878
Approximations and expansions,approximation,0.05084745762711865,0.05012426133423994,-0.0007231962928787105,0.004296968250179045,35.60216247653792
Approximations and expansions,operator,0.03389830508474576,0.02953720827618803,-0.004361096808557733,0.006385772260682741,8.551777267463542
